timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-07-13T15:42:02,codecarbon,805b9371-e988-49d1-8841-d143670ab926,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,4.212763625080697,9.681614180277466e-07,2.2981622141432186e-07,5.069100000000001,0.001,3.0,1.6523318733500592e-06,7.53352198905001e-10,9.77733471663669e-07,2.6308186972126335e-06,United States,USA,illinois,,,macOS-14.6-arm64-arm-64bit,3.12.3,3.0.2,8,Apple M3,1,Apple M3,-87.6289,41.871,16.0,machine,N,1.0
2025-07-13T15:42:11,codecarbon,0ad25dce-844b-4936-b82f-d2a58a306ad3,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,7.176101749995723,3.4089412291272375e-06,4.750408157366594e-07,5.2208000000000006,0.0133,3.0,5.8697643539070985e-06,2.0885361908944714e-08,3.372584860868907e-06,9.26323457668495e-06,United States,USA,illinois,,,macOS-14.6-arm64-arm-64bit,3.12.3,3.0.2,8,Apple M3,1,Apple M3,-87.6289,41.871,16.0,machine,N,1.0
2025-07-13T15:42:20,codecarbon,83f488ff-d1b3-4846-af81-d762736d5cd9,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,8.134380667004734,4.402161792892728e-06,5.411797127652381e-07,5.434900000000002,0.0,3.0,7.707720139680777e-06,0.0,4.254427222573819e-06,1.1962147362254596e-05,United States,USA,illinois,,,macOS-14.6-arm64-arm-64bit,3.12.3,3.0.2,8,Apple M3,1,Apple M3,-87.6289,41.871,16.0,machine,N,1.0
2025-07-13T15:42:42,codecarbon,e8b3e270-972e-4b29-9392-7b39b4abad74,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,20.352568125003017,2.844138795300639e-05,1.397434848434007e-06,5.4356,0.0,3.0,5.0352848178865516e-05,8.759039847228753e-09,2.6923165555926972e-05,7.728477277463972e-05,United States,USA,illinois,,,macOS-14.6-arm64-arm-64bit,3.12.3,3.0.2,8,Apple M3,1,Apple M3,-87.6289,41.871,16.0,machine,N,1.0
